battery_id,cycle_index,ambient_temp_c,timestamp,re_ohm,rct_ohm,source_mat_path
B0005,40,24.0,2008-04-18T20:55:29Z,0.04466870036616091,0.06945627304536996,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,42,24.0,2008-04-18T22:39:16Z,0.04668700162486933,0.07627474098530587,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,44,24.0,2008-04-19T02:14:27Z,0.044843430573346096,0.0679720560130687,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,46,24.0,2008-04-19T03:57:24Z,0.04619468955099375,0.07453388918437964,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,48,24.0,2008-04-19T07:32:33Z,0.04510114851143001,0.06852832896000328,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,50,24.0,2008-04-19T09:15:10Z,0.04599074473076839,0.07342664108773311,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,52,24.0,2008-04-19T12:47:00Z,0.044172075577171746,0.06804449516996176,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,54,24.0,2008-04-19T14:28:58Z,0.0452171085992494,0.07464778408413367,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,56,24.0,2008-04-19T18:12:47Z,0.043786628196075913,0.06845021227072765,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,58,24.0,2008-04-19T19:55:05Z,0.04490994541365791,0.07395687603254197,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,60,24.0,2008-04-19T23:27:13Z,0.04463932198878524,0.0683410113732366,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,62,24.0,2008-04-20T01:08:11Z,0.04717044086931744,0.07208112164479205,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,64,24.0,2008-04-20T04:39:59Z,0.043558785775475374,0.06868237655872211,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,66,24.0,2008-04-20T06:20:57Z,0.04648969708635643,0.07102909339339247,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,68,24.0,2008-04-20T10:01:46Z,0.04526547818261783,0.0681437253042456,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,70,24.0,2008-04-20T11:42:26Z,0.0463622366817154,0.07193029860543036,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,72,24.0,2008-04-20T15:22:22Z,0.044483715777434665,0.06782555719716843,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,74,24.0,2008-04-20T17:03:01Z,0.04482791300205649,0.07288826952758304,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,76,24.0,2008-04-20T20:35:56Z,0.04441416485910045,0.06885805241213436,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,78,24.0,2008-04-20T22:16:35Z,0.04466450679894579,0.0727868237536811,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,80,24.0,2008-04-21T02:00:19Z,0.04453544590029642,0.06779434699116274,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,82,24.0,2008-04-21T03:26:58Z,0.04502135245555801,0.06940408185539676,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,86,24.0,2008-04-22T16:33:03Z,0.04610646564263781,0.07041083307756363,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,88,24.0,2008-04-22T19:54:32Z,0.04646251600050638,0.06993774302336724,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,90,24.0,2008-04-22T21:24:34Z,0.04766732499763113,0.06870142026856427,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,92,24.0,2008-04-23T00:46:24Z,0.04772385451119983,0.06950417544214327,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,94,24.0,2008-04-23T02:16:08Z,0.04786769518725868,0.06782851501053842,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,96,24.0,2008-04-23T05:46:32Z,0.04694022963323793,0.069661211991841,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,98,24.0,2008-04-23T07:16:07Z,0.045613419083722975,0.0690386303340568,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,100,24.0,2008-04-23T10:36:13Z,0.04702798243208013,0.07112946749607083,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,102,24.0,2008-04-23T12:05:30Z,0.04672887233883059,0.06971129972921941,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,104,24.0,2008-04-23T15:34:37Z,0.047755380262671634,0.07167079612312527,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,106,24.0,2008-04-23T17:03:55Z,0.04691622519628201,0.06913343554751465,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,108,24.0,2008-04-23T20:31:10Z,0.047022939446838434,0.06976696183555635,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,110,24.0,2008-04-23T22:00:19Z,0.046604793185003,0.06852215228822905,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,112,24.0,2008-04-24T01:19:46Z,0.046245370477528074,0.0719248993978976,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,114,24.0,2008-04-24T02:48:35Z,0.04683293993011124,0.06946896899621643,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,116,24.0,2008-04-24T06:18:12Z,0.04618610336751238,0.07193787056034481,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,118,24.0,2008-04-24T07:46:53Z,0.04624136663986422,0.06934916902797013,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,120,24.0,2008-04-24T11:17:36Z,0.04773737014313117,0.0703395836124857,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,122,24.0,2008-04-24T12:46:08Z,0.049427483436388156,0.0695498357572787,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,124,24.0,2008-04-24T16:14:07Z,0.04838334154876506,0.06973812701544792,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,126,24.0,2008-04-24T17:42:40Z,0.04747841688797767,0.06488297170955903,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,128,24.0,2008-04-24T21:06:22Z,0.048037510039299486,0.07012511424776673,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,130,24.0,2008-04-24T22:34:45Z,0.047703621105183044,0.06859813037774799,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,132,24.0,2008-04-25T01:57:07Z,0.048086960073381944,0.0697134641311117,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,136,24.0,2008-04-25T21:00:31Z,0.04815104655957722,0.06772207819825936,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,138,24.0,2008-04-26T00:32:46Z,0.04754728174038817,0.07318009891168203,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,140,24.0,2008-04-26T02:00:52Z,0.04759013382319219,0.06914272874669278,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,142,24.0,2008-04-26T05:25:46Z,0.04764092098948851,0.07165247326552959,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,144,24.0,2008-04-26T06:53:34Z,0.04764024061757782,0.06898277923910441,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,146,24.0,2008-04-26T10:26:36Z,0.04842436953177311,0.07249983749010006,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,150,24.0,2008-04-29T13:12:54Z,0.04893386185534073,0.06795990180113623,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,152,24.0,2008-04-29T16:33:38Z,0.04943074564871873,0.0701407541984291,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,154,24.0,2008-04-29T18:02:21Z,0.049323007176718225,0.06895642914528509,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,156,24.0,2008-04-29T21:28:15Z,0.04974822543014387,0.07112993844977841,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,158,24.0,2008-04-29T22:56:30Z,0.04912202877042455,0.06890956847456893,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,160,24.0,2008-04-30T02:12:05Z,0.04988486594475391,0.07198302765125617,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,162,24.0,2008-04-30T03:40:03Z,0.047859449246718755,0.06977255608528674,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,164,24.0,2008-04-30T07:09:52Z,0.04921638093217895,0.07146374397937286,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,166,24.0,2008-04-30T08:37:42Z,0.04887229013423192,0.06876809153866811,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,168,24.0,2008-04-30T11:56:59Z,0.04994593893656341,0.07088704261645878,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,170,24.0,2008-04-30T13:24:39Z,0.048296439195350184,0.0673151471016695,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,172,24.0,2008-04-30T16:48:25Z,0.048969605147940264,0.07178168505217358,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,174,24.0,2008-04-30T18:16:07Z,0.04814709226602492,0.0684158918231915,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,176,24.0,2008-04-30T21:43:03Z,0.05022937602514056,0.0718319241428618,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,178,24.0,2008-04-30T23:10:36Z,0.04845430020206581,0.06777935051052719,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
B0005,180,24.0,2008-05-01T02:43:42Z,0.04971526662508074,0.07139027154395669,C:\Users\Craig\OneDrive\Desktop\Alnoris BMSx\Data\_extracted\nasa_ames\1. BatteryAgingARC-FY08Q4\B0005.mat
